id,order_id,method,status,amount,payment_date
162,1679,cod,completed,90931.75,2025-11-01 23:15:46
163,4071,net_banking,refunded,93523.89,2025-02-02 23:51:02
164,7306,credit_card,failed,91674.97,2025-07-29 20:59:32
165,8275,credit_card,refunded,57920.08,2025-01-06 13:07:49
166,736,cod,refunded,84517.72,2025-04-28 22:08:54
167,5954,credit_card,pending,81885.12,2025-09-28 03:49:14
168,4380,credit_card,refunded,3677.68,2025-02-24 16:39:32
169,7456,wallet,completed,76159.05,2024-12-08 06:15:32
170,4938,net_banking,failed,51277.8,2024-05-20 06:40:52
171,3216,credit_card,completed,25505.09,2026-04-10 16:14:35
172,5756,net_banking,completed,43342.67,2026-03-01 15:09:15
173,5384,cod,failed,69040.98,2024-10-18 02:20:54
174,119,upi,failed,62057.09,2025-12-02 21:11:55
175,7852,debit_card,pending,61472.48,2026-04-15 03:42:31
176,3099,credit_card,refunded,55452.69,2026-03-19 19:58:24
177,8292,debit_card,refunded,80378.5,2026-04-09 01:02:17
178,4200,debit_card,pending,42859.46,2025-05-17 21:03:23
179,8508,upi,failed,94821.72,2024-07-11 21:11:30
180,4378,credit_card,failed,99651.9,2025-03-12 02:22:14
181,9628,debit_card,pending,20070.31,2025-03-15 21:52:00
182,3051,cod,pending,46170.65,2025-12-11 08:22:45
183,6091,net_banking,pending,84489.69,2024-11-14 07:52:32
184,5608,debit_card,refunded,61969.45,2025-07-11 15:46:46
185,887,credit_card,failed,15979.47,2025-02-24 09:08:48
186,619,debit_card,refunded,38171.63,2025-07-23 18:21:43
187,3588,credit_card,completed,91034.42,2024-05-11 06:55:48
188,5870,net_banking,failed,26547.25,2024-08-24 12:17:19
189,53,debit_card,pending,44072.67,2025-05-21 22:48:15
190,9719,credit_card,failed,27590.33,2024-08-26 08:15:33
191,986,debit_card,refunded,20927.19,2026-04-05 12:32:25
192,2677,credit_card,pending,14682.35,2024-12-08 13:53:30
193,9983,upi,completed,9432.46,2026-03-08 17:57:22
194,5348,credit_card,pending,29291.4,2025-07-26 16:44:05
195,3285,credit_card,completed,70008.35,2025-10-12 23:25:00
196,6300,wallet,completed,80794.0,2025-05-31 04:17:02
197,909,upi,pending,78198.04,2024-09-20 06:13:31
198,534,wallet,completed,91013.76,2025-07-04 06:41:30
199,917,upi,failed,53115.6,2025-11-24 02:07:28
200,7345,debit_card,failed,44402.15,2024-08-05 12:00:31
201,7954,wallet,refunded,88509.14,2024-07-28 23:57:48
202,9616,wallet,completed,27162.44,2025-09-16 09:24:54
203,5399,cod,failed,23746.55,2025-01-02 20:56:07
204,1720,upi,pending,53624.83,2025-12-22 14:37:20
205,7963,debit_card,completed,76492.41,2024-05-30 21:31:46
206,2263,net_banking,failed,85209.99,2024-06-28 07:46:33
207,9616,upi,pending,50493.88,2024-12-15 07:53:58
208,3026,upi,failed,64687.48,2025-12-25 22:40:07
209,6862,wallet,pending,33720.69,2025-12-04 22:36:02
210,5546,wallet,pending,24443.47,2024-08-06 23:38:46
211,8410,credit_card,refunded,72820.29,2026-01-01 15:28:21
212,5380,upi,failed,74199.95,2025-01-12 22:26:25
213,7430,net_banking,pending,67553.19,2025-04-10 09:39:46
214,5548,credit_card,failed,51298.63,2025-02-20 16:29:01
215,4616,wallet,pending,88489.04,2024-08-25 12:49:22
216,5331,cod,pending,51091.06,2025-04-11 20:36:02
217,2232,cod,failed,28881.87,2024-04-19 18:20:29
218,4760,credit_card,completed,91753.26,2025-09-12 15:58:38
219,439,net_banking,refunded,59606.41,2024-08-11 16:03:17
220,5917,upi,failed,60173.3,2024-09-21 18:28:17
221,3447,upi,failed,50879.52,2026-03-05 22:05:32
222,1275,credit_card,completed,66438.31,2024-08-30 18:12:40
223,7318,net_banking,failed,30072.51,2024-12-09 02:55:58
224,7406,cod,refunded,93383.8,2024-12-13 23:20:14
225,4449,upi,completed,37056.74,2024-06-20 12:55:36
226,1925,debit_card,completed,51480.01,2024-09-09 11:41:53
227,2432,upi,completed,48304.5,2024-10-19 13:24:14
228,7700,wallet,pending,1800.98,2026-02-14 08:28:09
229,1018,cod,failed,87429.17,2024-09-24 00:49:10
230,5967,wallet,failed,54787.18,2025-03-24 04:29:02
231,5088,wallet,refunded,46238.33,2024-06-28 03:27:20
232,4345,cod,pending,43694.05,2025-11-02 13:27:59
233,2173,debit_card,failed,78830.4,2024-10-26 04:46:04
234,8005,credit_card,completed,33056.22,2024-08-16 19:57:44
235,9604,debit_card,failed,90173.62,2025-10-02 22:36:33
236,2765,net_banking,refunded,44730.47,2025-06-24 11:03:51
237,342,net_banking,failed,12480.1,2026-02-04 23:01:28
238,2538,debit_card,refunded,14837.78,2025-12-12 13:00:49
239,7909,net_banking,failed,19814.71,2025-02-03 19:17:39
240,1029,upi,failed,94848.72,2024-04-22 22:48:01
241,3309,upi,pending,49694.0,2025-04-24 20:57:42
242,810,credit_card,failed,28363.48,2024-08-20 20:44:45
243,5973,upi,completed,79051.54,2025-01-11 20:31:04
244,5787,upi,failed,88784.24,2024-07-05 17:08:42
245,5957,net_banking,completed,95826.11,2025-04-19 18:59:02
246,6947,wallet,completed,20433.38,2025-06-20 04:10:47
247,7925,cod,refunded,41534.65,2025-10-04 13:15:00
248,885,wallet,failed,75886.9,2025-02-19 04:11:49
249,4941,cod,pending,3093.93,2025-10-13 20:49:18
250,6839,cod,pending,29440.94,2024-10-01 03:45:31
251,1302,net_banking,pending,37118.62,2026-03-29 03:03:51
252,5401,cod,refunded,55959.63,2025-04-20 23:02:38
253,2600,credit_card,refunded,58348.79,2025-09-20 07:11:20
254,3655,net_banking,refunded,88727.98,2025-02-05 09:12:23
255,3975,credit_card,refunded,3701.08,2026-01-24 20:03:15
256,9434,wallet,failed,64658.36,2025-04-14 02:35:26
257,401,credit_card,pending,36918.53,2025-10-19 15:35:40
258,9042,debit_card,pending,9374.18,2024-10-24 15:39:43
259,6053,debit_card,completed,4466.68,2025-12-02 19:01:15
260,6651,upi,pending,3394.53,2026-04-01 07:48:18
261,3111,cod,completed,70790.72,2024-07-02 12:55:40
262,9350,net_banking,completed,50027.45,2025-02-14 03:31:28
263,698,debit_card,pending,66602.37,2024-07-27 22:04:52
264,3870,wallet,refunded,51924.12,2024-12-22 09:13:19
265,1029,wallet,completed,52868.51,2025-12-02 18:47:58
266,4643,net_banking,pending,75293.79,2026-04-15 13:10:40
267,6754,net_banking,refunded,40477.65,2024-07-31 19:43:59
268,4473,debit_card,pending,54413.39,2025-02-23 16:59:34
269,4899,wallet,pending,18640.86,2025-12-10 17:14:32
270,3054,cod,refunded,43552.98,2024-12-29 04:25:46
271,7877,upi,completed,72820.28,2026-03-17 14:57:11
272,6768,upi,failed,84837.93,2024-11-25 01:45:10
273,4222,net_banking,completed,76672.94,2026-01-15 20:38:10
274,2728,net_banking,refunded,40705.86,2025-09-25 04:52:02
275,7248,wallet,failed,51876.49,2025-11-07 09:44:45
276,9006,net_banking,refunded,82496.4,2026-02-25 22:37:41
277,4954,upi,completed,31178.9,2025-03-14 21:35:59
278,8626,net_banking,pending,30664.94,2025-07-26 18:22:12
279,4215,net_banking,completed,98277.53,2025-02-19 00:31:33
280,9324,wallet,failed,25007.21,2025-06-07 23:15:05
281,5359,upi,refunded,40397.2,2024-06-13 18:24:09
282,2363,debit_card,failed,1122.67,2025-01-13 12:41:45
283,2501,cod,refunded,79244.65,2025-05-03 09:22:07
284,9558,credit_card,refunded,26900.07,2025-09-21 10:01:45
285,9653,net_banking,refunded,41888.12,2025-11-15 05:13:19
286,8510,credit_card,pending,66162.69,2025-07-18 14:27:04
287,8811,debit_card,completed,57696.2,2024-05-10 00:00:21
288,2391,debit_card,completed,26702.34,2024-10-08 07:17:58
289,9179,net_banking,completed,18655.31,2026-03-07 23:10:56
290,860,debit_card,refunded,20858.1,2025-08-04 18:18:05
291,7963,cod,failed,5418.05,2024-09-04 11:46:00
292,6338,cod,pending,20454.89,2025-12-06 12:16:16
293,6778,net_banking,failed,70713.73,2024-10-18 18:16:41
294,8534,upi,refunded,50194.16,2025-01-30 19:45:10
295,844,upi,failed,32853.01,2025-01-25 12:01:11
296,6309,cod,failed,67610.37,2025-01-08 01:54:14
297,7363,cod,refunded,65207.44,2025-05-13 14:26:20
298,6093,net_banking,refunded,56206.08,2026-01-18 12:53:39
299,35,credit_card,failed,33798.68,2024-04-20 08:17:29
300,2159,net_banking,refunded,65200.69,2025-08-06 08:24:28
301,4279,cod,failed,94069.85,2025-07-28 11:57:53
302,4325,debit_card,refunded,91557.3,2025-11-23 23:02:13
303,2714,net_banking,pending,36827.74,2025-02-22 09:15:01
304,1760,upi,refunded,35577.65,2026-03-30 11:44:30
305,4118,upi,completed,4326.87,2024-06-18 03:02:00
306,4782,debit_card,pending,98070.48,2025-09-02 13:03:20
307,8358,net_banking,refunded,25080.99,2024-10-14 19:30:12
308,1635,upi,completed,5165.85,2024-08-04 08:37:08
309,5338,credit_card,pending,57207.75,2025-05-12 10:21:38
310,8646,upi,pending,80466.21,2024-09-12 02:38:53
311,6699,upi,pending,23619.7,2024-05-23 11:27:50
312,5188,wallet,failed,5061.24,2024-09-30 04:16:45
313,1436,cod,failed,98890.2,2024-12-09 15:09:13
314,3042,debit_card,refunded,89914.37,2025-03-23 07:04:44
315,6730,cod,completed,18698.06,2024-06-30 05:28:44
316,8028,cod,pending,77963.6,2025-01-07 20:58:37
317,2112,debit_card,completed,54841.93,2025-02-11 10:08:31
318,26,net_banking,pending,92017.27,2025-09-09 02:54:15
319,8281,wallet,pending,73694.19,2024-09-05 19:44:53
320,8046,credit_card,pending,36426.68,2025-03-15 18:27:26
321,2080,wallet,pending,52921.61,2024-08-14 04:45:41
322,5728,net_banking,failed,58079.84,2024-11-26 10:44:21
323,6659,upi,pending,33441.86,2024-12-16 17:47:58
324,2175,net_banking,pending,70358.72,2025-02-13 13:23:12
325,5757,wallet,refunded,9658.68,2025-09-25 14:37:22
326,1853,upi,completed,31721.35,2026-01-17 00:17:56
327,8255,debit_card,pending,31279.91,2025-04-27 10:37:36
328,103,cod,refunded,47965.57,2024-05-16 03:50:20
329,6002,credit_card,completed,4110.83,2024-11-07 20:22:44
330,1259,credit_card,completed,89722.55,2025-03-12 16:22:06
331,2293,credit_card,refunded,55020.99,2024-09-05 13:04:49
332,7468,upi,failed,80377.27,2024-08-24 03:16:59
333,3296,net_banking,pending,28323.37,2025-02-22 09:54:35
334,7324,debit_card,completed,4468.34,2025-10-01 02:21:30
335,4028,credit_card,completed,44402.62,2025-05-25 22:41:57
336,4079,credit_card,completed,41435.4,2026-01-27 01:50:38
337,6738,upi,refunded,85603.79,2024-07-10 18:37:56
338,2876,debit_card,completed,40230.45,2025-04-15 05:24:37
339,6781,upi,failed,51068.24,2026-01-05 07:49:11
340,6858,debit_card,failed,45423.55,2024-06-22 07:09:11
341,5436,upi,completed,42156.54,2025-01-13 01:52:41
342,2275,credit_card,completed,40577.73,2025-10-03 23:48:47
343,7751,cod,pending,14482.94,2025-11-09 04:35:38
344,5146,credit_card,pending,869.59,2024-07-06 20:57:03
345,5837,cod,refunded,55030.93,2025-09-10 12:53:59
346,683,net_banking,pending,31988.76,2026-02-18 00:09:48
347,1246,credit_card,completed,8414.59,2025-02-27 06:33:23
348,8562,credit_card,refunded,45418.64,2026-01-03 05:53:07
349,9812,debit_card,completed,97186.69,2026-01-05 20:37:13
350,5980,debit_card,completed,76048.04,2024-04-28 14:30:14
351,3791,credit_card,failed,27337.07,2024-08-22 01:42:50
352,4619,cod,failed,96834.94,2024-12-22 21:41:40
353,6859,upi,refunded,81788.18,2024-07-28 02:30:05
354,7248,wallet,failed,18915.71,2025-07-09 11:28:33
355,1774,cod,completed,3303.51,2025-05-17 21:14:12
356,4447,debit_card,refunded,68372.07,2025-02-11 08:43:14
357,6755,cod,failed,62845.2,2025-10-04 04:09:25
358,5422,cod,pending,57396.35,2025-04-07 06:41:51
359,2338,cod,pending,30528.26,2024-04-28 02:39:04
360,1062,upi,failed,54482.87,2025-05-01 16:55:04
361,538,upi,pending,5085.37,2025-09-08 22:39:34
362,3627,debit_card,failed,39195.94,2025-09-21 15:57:43
363,5981,cod,completed,22504.62,2025-02-25 02:55:01
364,6827,debit_card,completed,750.67,2025-03-13 05:47:36
365,7897,cod,failed,70020.28,2025-12-09 05:48:33
366,3171,net_banking,pending,389.53,2024-05-31 10:47:13
367,8852,upi,pending,40621.48,2024-12-10 10:06:16
368,4318,debit_card,refunded,92914.71,2025-03-15 04:50:48
369,541,cod,completed,9679.62,2024-11-06 00:11:26
370,7577,credit_card,failed,44139.53,2025-11-16 11:43:02
371,1824,debit_card,failed,70405.99,2025-08-24 15:25:26
372,2780,wallet,completed,86274.58,2024-07-18 04:14:40
373,9264,cod,refunded,9344.2,2025-07-31 23:12:52
374,8833,upi,refunded,52965.69,2026-01-06 00:31:30
375,7439,net_banking,refunded,37560.08,2026-01-02 08:47:09
376,5810,wallet,pending,49408.71,2026-03-25 12:54:02
377,3879,cod,completed,3149.61,2025-04-03 20:15:47
378,1134,credit_card,failed,72138.78,2025-05-14 01:43:45
379,9662,credit_card,refunded,60696.9,2025-02-02 16:35:26
380,8982,debit_card,completed,71775.7,2025-12-16 17:35:02
381,1207,net_banking,completed,99503.05,2025-04-21 22:11:03
382,6157,upi,refunded,2890.19,2025-10-24 03:42:09
383,9866,cod,failed,72296.0,2025-01-04 08:39:34
384,708,net_banking,failed,70450.32,2026-02-03 19:03:45
385,4850,upi,completed,97913.78,2025-06-08 16:11:46
386,5474,wallet,completed,93146.43,2025-01-27 12:08:23
387,6040,net_banking,pending,66428.29,2024-07-14 20:20:33
388,6262,upi,pending,57697.28,2025-12-20 05:18:21
389,6422,debit_card,pending,46950.49,2024-09-05 00:26:02
390,5249,net_banking,completed,65290.04,2025-03-14 11:46:11
391,2987,net_banking,pending,58138.57,2025-06-06 02:26:46
392,2624,net_banking,pending,76032.68,2025-11-30 02:47:39
393,6276,cod,pending,12215.98,2025-02-10 23:03:21
394,7146,wallet,pending,73976.43,2026-02-24 02:27:26
395,433,wallet,completed,43656.93,2025-09-25 04:17:42
396,53,wallet,pending,58997.77,2024-06-20 06:06:03
397,9368,credit_card,pending,65402.68,2024-08-13 22:02:38
398,803,credit_card,completed,99466.9,2024-04-24 12:18:21
399,8186,cod,refunded,66710.5,2025-01-05 22:54:53
400,8641,credit_card,failed,92913.76,2026-04-14 16:56:45
401,8584,net_banking,refunded,82345.73,2025-10-20 16:35:07
402,8123,credit_card,pending,27825.27,2025-07-21 11:52:21
403,9645,net_banking,completed,69796.3,2024-11-05 09:02:41
404,8299,debit_card,pending,10607.6,2024-09-19 14:23:50
405,5503,net_banking,refunded,30660.28,2025-05-24 00:59:07
406,462,net_banking,refunded,20307.81,2026-01-10 10:58:03
407,5210,wallet,failed,39095.31,2025-08-09 10:06:29
408,9224,cod,pending,99049.87,2025-11-05 06:36:22
409,2741,debit_card,pending,35474.71,2026-02-25 13:42:22
410,1969,debit_card,failed,40186.69,2025-04-07 12:14:22
411,9322,cod,refunded,79728.35,2025-03-22 21:31:25
412,8695,cod,completed,35235.41,2024-05-26 19:32:28
413,799,net_banking,failed,10673.48,2025-04-15 02:26:11
414,7651,cod,failed,87940.14,2024-11-23 22:09:06
415,8601,net_banking,refunded,18994.76,2024-05-20 01:22:38
416,8870,credit_card,completed,73109.2,2024-07-22 12:30:22
417,8030,cod,refunded,26287.81,2026-02-22 05:23:25
418,7361,upi,refunded,45167.57,2025-05-04 09:49:39
419,3912,upi,failed,65495.08,2025-04-11 14:19:05
420,5029,debit_card,completed,37347.09,2025-01-29 05:56:23
421,9903,wallet,refunded,75197.42,2024-05-28 00:03:39
422,2908,upi,completed,77324.83,2026-03-10 17:52:38
423,1315,wallet,completed,6252.04,2025-07-28 14:54:39
424,6226,upi,refunded,64077.16,2025-10-04 05:48:57
425,2017,debit_card,refunded,81004.61,2025-01-30 22:48:26
426,1834,wallet,pending,56902.87,2024-11-01 02:20:08
427,9590,wallet,completed,21160.8,2025-03-15 18:17:36
428,3916,cod,pending,21367.46,2025-01-06 05:21:57
429,1251,debit_card,refunded,55725.46,2025-09-25 09:27:56
430,649,upi,refunded,53083.9,2024-12-05 03:09:20
431,8448,cod,refunded,37453.71,2025-12-05 17:26:24
432,3858,upi,failed,17875.81,2026-01-15 09:02:47
433,2813,credit_card,completed,59862.47,2024-05-07 09:15:37
434,4535,wallet,refunded,25432.75,2025-06-14 16:11:18
435,8261,credit_card,pending,18711.03,2024-11-12 16:15:15
436,2583,net_banking,completed,29109.24,2024-09-04 22:21:28
437,6036,credit_card,refunded,23152.75,2024-12-02 21:00:25
438,2707,debit_card,completed,57943.01,2025-01-21 07:26:54
439,1356,net_banking,refunded,51117.25,2025-03-09 01:11:21
440,5500,credit_card,completed,56809.04,2024-05-02 17:12:02
441,4537,cod,refunded,37414.81,2025-04-01 03:01:20
442,909,upi,failed,96547.07,2024-12-27 06:12:44
443,8110,cod,refunded,78119.37,2024-12-06 07:50:34
444,9217,credit_card,refunded,30135.49,2025-08-26 02:11:59
445,1216,debit_card,failed,21247.12,2024-05-16 18:32:10
446,5231,debit_card,failed,24838.74,2025-07-25 20:44:48
447,1254,credit_card,failed,49545.87,2024-07-14 20:33:01
448,519,wallet,completed,90003.16,2025-01-21 14:08:34
449,7528,debit_card,pending,61928.2,2025-11-08 14:18:30
450,8448,credit_card,completed,38115.46,2024-05-17 13:07:36
451,6114,net_banking,failed,99181.95,2025-06-05 18:11:10
452,3055,wallet,failed,19788.21,2025-11-13 20:37:19
453,9448,credit_card,refunded,53630.5,2025-02-20 20:35:52
454,7547,credit_card,failed,32518.86,2024-10-29 05:21:39
455,6550,wallet,failed,22860.14,2024-09-02 05:12:54
456,9490,cod,failed,26675.64,2024-06-23 09:22:12
457,1740,credit_card,pending,1662.58,2025-06-08 15:28:12
458,2391,net_banking,refunded,26118.21,2024-07-01 13:35:01
459,3162,upi,failed,84165.2,2024-07-26 00:27:05
