id,customer_id,vendor_id,order_date,status,total_amount
213,44,33,2025-09-21 14:59:13,processing,4010.3
214,363,29,2026-04-05 18:29:42,delivered,52454.45
215,313,11,2024-05-22 14:21:22,shipped,37347.91
216,145,25,2024-05-31 01:46:14,delivered,77469.03
217,348,39,2025-09-01 23:42:01,pending,78943.77
218,332,22,2025-01-26 23:40:26,pending,33036.11
219,286,44,2024-11-26 12:36:39,delivered,28486.28
220,371,43,2024-09-28 21:39:33,cancelled,87340.64
221,171,6,2025-03-22 17:29:23,cancelled,66394.85
222,470,23,2024-10-31 08:43:08,shipped,96772.88
223,358,43,2025-01-03 18:19:35,delivered,12982.27
224,363,6,2025-08-11 04:58:08,shipped,55936.31
225,330,22,2026-01-04 11:46:31,processing,67044.63
226,425,48,2026-03-11 10:54:33,cancelled,9435.95
227,344,28,2025-11-29 04:22:23,cancelled,36246.63
228,186,20,2025-04-06 01:54:25,processing,95121.81
229,175,50,2024-05-22 18:07:10,delivered,19281.32
230,71,10,2024-07-09 05:10:24,pending,29649.63
231,404,7,2025-11-15 04:59:39,cancelled,77110.38
232,428,48,2024-05-29 20:29:04,cancelled,3870.97
233,173,50,2026-04-07 11:17:17,cancelled,13191.8
234,193,10,2025-06-10 11:45:05,processing,18166.51
235,355,50,2024-09-02 17:24:20,cancelled,80923.47
236,85,47,2024-08-19 20:48:24,delivered,4464.87
237,187,44,2025-12-20 05:15:20,processing,96961.9
238,313,19,2024-05-11 16:26:17,delivered,23476.89
239,123,20,2025-04-30 20:49:22,delivered,90407.04
240,100,24,2025-05-24 01:07:26,cancelled,98445.54
241,237,50,2024-07-18 06:13:59,shipped,77834.59
242,258,34,2024-06-13 03:32:23,delivered,96630.19
243,419,13,2026-03-15 08:06:29,cancelled,13926.01
244,129,4,2024-10-18 20:55:47,delivered,87424.28
245,284,7,2025-10-31 10:33:04,cancelled,85131.49
246,146,6,2025-03-30 14:41:07,processing,27351.85
247,464,33,2025-07-23 11:28:33,processing,83121.57
248,47,15,2025-07-13 10:09:57,delivered,88474.51
249,477,2,2024-12-28 07:11:14,delivered,5420.36
250,258,24,2025-03-10 14:35:04,processing,38678.0
251,42,24,2024-09-20 11:37:03,processing,2915.94
252,477,7,2025-11-20 09:19:46,shipped,79158.93
253,71,3,2025-09-26 20:04:08,shipped,91747.88
254,242,45,2026-03-17 21:30:18,processing,75908.23
255,241,29,2024-12-28 01:49:50,cancelled,624.59
256,41,2,2024-10-14 19:18:45,shipped,21643.91
257,77,36,2025-12-15 03:46:29,cancelled,52824.37
258,57,50,2024-07-13 15:38:54,shipped,23840.26
259,63,4,2024-12-28 10:10:06,processing,42040.57
260,407,40,2024-10-13 00:47:18,delivered,6374.43
261,429,32,2024-07-04 06:40:15,cancelled,53651.77
262,324,33,2024-10-20 06:49:46,cancelled,24269.62
263,74,19,2025-11-13 03:14:24,delivered,256.28
264,181,16,2025-03-05 13:57:35,cancelled,41715.1
265,341,43,2026-02-23 18:28:44,pending,52396.11
266,185,5,2024-09-21 10:04:11,cancelled,54453.79
267,403,33,2025-02-04 19:03:14,cancelled,2131.4
268,448,31,2026-03-12 10:52:25,pending,63603.51
269,192,17,2024-10-07 12:04:30,pending,35773.68
270,35,23,2024-06-15 05:18:58,processing,73320.81
271,322,7,2025-04-19 22:31:04,cancelled,73545.18
272,171,9,2025-07-17 13:31:59,pending,35294.67
273,174,42,2025-04-30 08:38:14,processing,83055.33
274,351,30,2024-05-31 07:34:55,delivered,63210.41
275,416,9,2026-03-11 18:32:17,pending,71632.9
276,484,30,2025-03-23 15:44:12,pending,29414.91
277,23,13,2024-08-09 16:31:27,pending,31628.02
278,159,33,2024-10-04 00:14:01,delivered,98913.36
279,279,31,2026-04-09 19:41:33,shipped,3758.42
280,332,13,2025-08-05 11:17:16,shipped,35761.72
281,400,4,2025-04-07 12:16:03,shipped,27394.34
282,410,24,2024-09-04 09:54:58,delivered,88959.7
283,381,29,2025-02-13 22:58:59,delivered,33969.76
284,96,32,2025-02-03 04:53:22,delivered,36797.96
285,409,34,2024-08-03 01:23:21,shipped,80134.69
286,373,28,2025-04-09 15:31:07,pending,43117.65
287,422,12,2025-10-30 05:03:47,cancelled,29447.27
288,53,6,2024-09-16 21:55:59,shipped,66125.83
289,157,29,2025-08-23 00:21:02,cancelled,71794.52
290,86,45,2025-01-22 15:13:42,delivered,35219.54
291,22,47,2024-11-14 14:05:36,shipped,61523.66
292,223,18,2024-09-23 04:06:26,pending,7596.61
293,327,26,2025-01-05 00:05:29,shipped,51357.29
294,384,44,2024-07-26 22:01:20,processing,95283.66
295,74,39,2024-05-14 00:54:34,delivered,3576.42
296,35,16,2025-10-08 18:21:45,shipped,36278.84
297,487,37,2025-07-04 19:19:21,pending,60548.97
298,348,29,2024-06-04 10:36:42,shipped,37264.14
299,391,5,2024-11-23 01:27:49,cancelled,13855.74
300,188,26,2024-08-03 03:11:43,shipped,64991.12
301,128,8,2024-07-14 09:50:59,pending,73593.92
302,256,34,2026-02-09 14:33:18,delivered,91362.9
303,61,17,2025-04-15 16:48:40,shipped,70433.38
304,110,40,2025-04-10 07:09:13,shipped,69428.67
305,252,13,2025-03-09 22:52:49,pending,13659.27
306,38,29,2024-08-30 02:02:48,processing,89878.04
307,228,6,2025-11-30 16:22:48,shipped,66817.2
308,364,5,2025-01-10 23:20:38,cancelled,54262.92
309,457,20,2024-10-06 20:59:25,processing,71209.73
310,475,45,2026-03-08 14:29:02,processing,79390.27
311,261,15,2024-12-04 08:49:56,pending,98514.74
312,406,9,2025-07-31 23:12:48,processing,79058.27
313,14,24,2024-08-18 21:21:55,cancelled,57270.51
314,240,36,2025-12-23 08:50:42,processing,61233.64
315,45,5,2025-12-27 06:23:44,shipped,39876.18
316,368,47,2025-08-27 15:47:25,delivered,52617.0
317,394,27,2025-08-07 02:19:58,cancelled,7467.7
318,498,21,2026-03-23 11:49:20,pending,45052.45
319,349,34,2024-08-29 02:27:00,shipped,12920.63
320,425,50,2025-07-12 03:35:16,cancelled,64015.41
321,94,50,2025-06-22 10:44:05,processing,43318.57
322,467,4,2026-02-12 05:03:11,pending,51858.4
323,156,11,2024-10-14 12:35:03,processing,32333.81
324,364,15,2024-06-25 06:37:17,shipped,94753.57
325,266,19,2025-03-04 21:11:43,pending,25135.47
326,326,36,2026-02-13 17:46:18,shipped,12604.51
327,156,40,2025-05-29 09:05:53,cancelled,9433.5
328,329,11,2025-05-04 02:13:18,cancelled,94166.54
329,79,11,2026-02-17 19:10:41,cancelled,72091.21
330,310,22,2024-10-04 05:24:20,cancelled,4215.31
331,443,2,2025-07-22 14:29:23,pending,4641.63
332,329,50,2025-04-21 21:05:51,cancelled,26539.13
333,108,50,2026-01-29 05:13:45,cancelled,41717.02
334,328,2,2025-04-13 13:08:56,delivered,88910.79
335,280,19,2024-11-21 22:44:43,shipped,48346.19
336,413,44,2024-04-30 08:59:40,delivered,29813.64
337,38,45,2025-11-07 03:08:25,pending,15892.24
338,213,31,2025-03-17 15:10:43,delivered,20481.9
339,311,10,2025-11-11 21:59:29,shipped,86162.36
340,164,47,2026-02-25 21:02:15,shipped,97539.88
341,67,49,2024-10-27 16:35:24,shipped,51546.52
342,55,21,2024-10-28 14:32:09,processing,46700.61
343,137,29,2024-12-29 07:51:42,processing,14173.68
344,26,19,2025-03-22 09:36:21,delivered,86429.97
345,215,16,2025-07-13 04:40:17,processing,81366.44
346,479,37,2024-10-08 20:34:57,shipped,19064.43
347,82,32,2026-03-12 19:24:06,cancelled,46734.83
348,451,20,2026-04-09 12:05:50,delivered,2415.31
349,484,26,2025-07-22 18:02:44,cancelled,45777.34
350,124,14,2024-08-12 19:37:10,cancelled,35354.22
351,26,19,2026-03-29 20:14:44,delivered,59792.13
352,432,42,2025-07-08 17:10:50,delivered,28646.26
353,5,7,2026-03-17 19:15:00,delivered,13480.1
354,136,47,2024-04-23 01:16:33,shipped,76409.29
355,188,3,2025-03-09 14:27:17,delivered,5210.65
356,288,13,2024-05-23 11:01:18,shipped,55366.97
357,38,25,2024-05-20 05:22:15,cancelled,45090.4
358,282,18,2025-04-19 16:13:26,cancelled,68071.82
359,61,9,2025-11-09 19:36:44,pending,39450.98
360,407,22,2025-12-07 02:29:04,cancelled,93900.96
361,387,10,2025-05-15 17:53:48,processing,60286.05
362,206,33,2024-05-15 05:21:20,pending,4625.8
363,71,46,2025-03-15 18:12:08,shipped,80416.19
364,266,30,2025-06-05 15:26:58,processing,60665.43
365,264,9,2025-02-19 09:17:00,shipped,93143.74
366,164,11,2025-04-26 08:51:03,delivered,99062.51
367,379,20,2026-01-08 00:49:58,cancelled,33703.71
368,425,33,2025-12-29 22:44:51,cancelled,49035.68
369,289,20,2025-10-12 05:11:08,delivered,81593.31
370,189,22,2026-01-17 00:36:10,pending,97991.81
371,299,20,2024-07-04 05:27:38,pending,59731.27
372,136,42,2025-04-05 12:44:29,cancelled,57805.68
373,370,4,2025-05-08 19:24:19,cancelled,48096.83
374,269,41,2024-10-22 22:04:56,cancelled,77483.15
375,195,10,2024-06-22 15:33:40,processing,3253.89
376,486,45,2025-06-26 21:34:28,pending,19159.35
377,226,21,2025-11-25 01:01:38,delivered,15227.98
378,354,14,2024-04-28 18:12:15,delivered,50231.77
379,314,31,2025-10-09 12:03:32,pending,70606.95
380,266,14,2025-11-08 12:06:29,cancelled,32572.45
381,340,31,2025-02-28 22:32:00,cancelled,37744.8
382,490,12,2024-10-05 10:33:30,delivered,91221.2
383,176,35,2024-07-31 04:33:14,shipped,67619.27
384,445,47,2025-01-22 11:47:21,shipped,61046.65
385,99,16,2024-12-04 20:33:22,shipped,55852.86
386,116,20,2024-10-21 19:04:08,shipped,70519.6
387,354,46,2025-09-04 03:30:40,delivered,31772.37
388,179,36,2024-06-28 13:56:37,shipped,28850.16
389,294,44,2024-05-01 11:34:58,cancelled,38031.45
390,203,23,2025-04-26 18:25:31,processing,29116.22
391,148,46,2025-09-20 18:21:02,pending,34701.72
392,227,42,2024-12-11 21:11:21,shipped,74759.12
393,110,13,2024-08-22 18:50:47,cancelled,27186.16
394,288,45,2025-10-17 09:10:08,shipped,13813.57
395,316,48,2025-04-10 20:16:32,cancelled,24004.28
396,26,43,2026-02-14 11:27:01,cancelled,22644.6
397,120,4,2025-07-06 03:17:30,pending,41388.81
398,368,31,2025-11-20 13:03:24,pending,68151.08
399,71,1,2025-07-16 10:50:10,cancelled,97793.28
400,81,27,2024-05-08 01:43:23,delivered,47797.11
401,103,49,2025-04-07 09:28:12,shipped,32184.65
402,331,4,2025-04-14 07:44:52,pending,65264.64
403,119,35,2025-12-09 14:40:13,pending,91331.65
404,90,27,2024-08-04 18:45:36,processing,93398.87
405,19,26,2026-02-27 02:52:27,delivered,18712.53
406,384,19,2025-10-17 06:00:26,pending,1025.79
407,291,39,2025-02-27 23:05:17,pending,92852.64
408,172,19,2024-09-09 18:15:41,delivered,98911.04
409,279,34,2025-12-23 14:39:23,delivered,88937.07
410,69,33,2026-02-25 01:31:34,delivered,27356.42
411,415,8,2025-01-31 19:45:39,shipped,16333.18
412,235,42,2025-08-18 23:13:34,shipped,71887.96
413,8,48,2025-04-14 17:43:25,shipped,79097.69
414,291,44,2025-10-17 20:18:30,processing,17631.94
415,439,41,2025-08-24 02:05:52,delivered,82716.28
416,264,21,2024-04-20 04:02:35,pending,40143.24
417,49,12,2026-02-16 09:19:05,processing,47797.66
418,480,16,2025-08-19 08:26:10,pending,26152.45
419,121,29,2024-06-13 00:32:25,shipped,95408.08
420,155,38,2025-02-12 01:17:33,cancelled,1242.43
421,335,24,2026-03-14 01:26:53,processing,6306.22
422,61,30,2025-10-07 15:08:53,shipped,16055.71
423,352,33,2025-01-02 16:26:35,shipped,69060.01
424,328,19,2025-06-05 11:41:43,shipped,61501.08
425,113,9,2024-05-14 12:27:34,delivered,15403.24
426,383,39,2024-12-05 11:27:39,shipped,41642.98
427,282,31,2025-03-15 22:00:59,cancelled,80219.3
428,423,14,2025-11-24 21:28:22,processing,68066.16
429,306,6,2024-11-14 15:51:41,cancelled,44730.12
430,361,24,2025-10-13 07:18:39,pending,91732.75
431,58,4,2025-08-07 20:28:25,cancelled,90298.53
432,104,37,2025-06-14 10:20:46,cancelled,15070.25
433,168,34,2025-07-09 21:40:32,delivered,11712.38
434,106,46,2025-12-27 04:46:49,cancelled,48933.91
435,461,33,2024-09-27 00:06:44,delivered,80888.34
436,233,9,2025-12-21 22:15:47,cancelled,41600.91
437,289,4,2025-10-02 21:42:25,cancelled,46291.59
438,414,20,2024-06-20 23:48:32,pending,39655.28
439,419,1,2025-08-14 00:44:47,processing,57873.3
440,24,28,2026-03-04 06:48:21,shipped,70068.45
441,278,4,2025-01-04 20:25:31,pending,98615.11
442,242,3,2025-11-11 14:11:53,shipped,40945.81
443,394,9,2026-04-13 04:53:49,delivered,37508.65
444,457,25,2024-05-31 16:23:12,delivered,86975.07
445,465,25,2025-05-23 22:00:23,delivered,8116.97
446,494,43,2026-03-26 22:19:45,cancelled,13385.68
447,441,23,2025-09-25 03:03:57,pending,17929.52
448,276,26,2025-01-26 19:53:53,cancelled,12821.97
449,115,1,2026-03-09 19:43:51,pending,97851.22
450,238,44,2024-05-29 03:49:09,cancelled,42470.39
451,195,15,2024-07-14 07:11:21,processing,46116.47
452,80,18,2025-02-10 13:25:17,processing,93747.3
453,372,49,2025-01-28 01:43:50,pending,3318.51
454,339,27,2025-04-15 13:25:45,cancelled,76628.74
455,453,2,2025-08-13 00:06:25,processing,20687.55
456,52,39,2024-05-20 20:34:33,pending,44699.46
457,345,46,2025-01-28 01:21:47,pending,24548.94
458,23,26,2025-01-28 17:25:45,delivered,23510.49
459,112,49,2024-09-02 05:50:39,pending,14099.54
460,149,15,2025-09-04 13:26:13,cancelled,31958.48
461,307,50,2025-06-27 03:13:55,shipped,23766.71
462,449,10,2025-10-18 14:25:13,cancelled,22182.17
463,154,18,2024-06-10 03:42:13,pending,55716.14
464,303,48,2025-06-28 15:54:49,processing,62636.71
465,219,36,2025-10-22 01:37:32,delivered,4783.72
466,177,42,2025-12-10 23:06:56,delivered,78601.88
467,164,45,2024-09-25 02:44:32,delivered,40885.09
468,154,25,2024-08-04 14:41:39,processing,75466.17
469,243,16,2025-01-04 06:09:53,processing,30143.57
470,363,10,2024-10-21 11:03:32,delivered,91482.64
471,288,27,2025-06-12 06:07:36,delivered,55772.95
472,69,25,2024-07-16 07:29:29,processing,25574.06
473,170,42,2025-09-05 05:34:32,pending,92230.39
474,434,24,2025-04-25 18:23:15,pending,53609.99
475,425,13,2025-11-12 20:23:01,pending,26919.31
476,345,39,2026-04-18 13:36:33,cancelled,4050.8
477,38,13,2025-11-24 10:05:07,cancelled,72458.09
478,287,14,2025-07-13 16:49:55,delivered,20968.02
479,465,22,2026-02-24 17:41:20,shipped,95706.27
480,8,14,2025-10-17 00:34:39,processing,96211.55
481,61,48,2024-09-29 01:27:58,delivered,91452.69
482,357,39,2025-11-25 02:47:40,processing,39723.54
483,123,36,2025-11-18 18:44:28,shipped,77573.84
484,195,30,2025-12-01 02:33:51,cancelled,64907.26
485,158,17,2024-10-11 05:04:39,shipped,51330.37
486,255,30,2024-12-24 00:30:05,pending,80301.38
487,370,31,2025-01-18 01:38:42,shipped,91441.62
488,190,21,2026-03-17 13:18:29,delivered,4666.97
489,443,15,2024-11-12 18:32:04,processing,1720.37
490,284,38,2025-05-15 05:46:23,cancelled,72029.19
491,152,10,2025-09-29 10:58:06,processing,33053.54
492,195,37,2025-03-13 14:35:36,processing,49980.22
493,336,44,2024-11-20 08:59:11,shipped,25806.94
494,421,32,2024-05-31 09:49:51,delivered,46136.82
495,376,23,2024-06-07 07:54:36,processing,14081.86
496,280,32,2025-02-02 16:22:32,processing,91698.25
497,278,42,2025-01-12 06:06:46,pending,52442.05
498,430,5,2025-04-05 12:10:07,pending,76457.45
499,212,9,2025-05-01 18:32:58,processing,6890.0
500,78,1,2025-05-13 14:19:49,processing,50622.72
