id,customer_id,vendor_id,order_date,status,total_amount,order_month,order_year
119,112,29,2024-08-25 06:33:36,delivered,95060.46,8,2024
120,438,24,2025-03-25 19:51:38,pending,98094.68,3,2025
121,189,35,2024-10-25 08:29:15,shipped,6148.95,10,2024
122,142,13,2026-04-08 02:27:56,pending,94906.18,4,2026
123,422,30,2025-07-15 03:37:29,pending,66310.6,7,2025
124,329,41,2024-05-20 17:18:19,cancelled,97112.22,5,2024
125,26,22,2024-07-31 16:50:11,processing,98883.21,7,2024
126,403,37,2024-07-05 18:09:31,processing,6954.15,7,2024
127,392,36,2025-12-24 12:54:23,processing,58679.67,12,2025
128,417,15,2026-02-06 06:41:00,shipped,77459.42,2,2026
129,404,39,2025-08-23 03:35:05,pending,27799.76,8,2025
130,75,9,2025-08-07 19:21:36,cancelled,25140.35,8,2025
131,90,8,2025-02-05 06:12:50,pending,13267.14,2,2025
132,184,16,2025-12-14 03:17:12,cancelled,32444.77,12,2025
133,90,17,2024-08-19 15:21:52,pending,12763.18,8,2024
134,216,34,2024-05-01 05:59:36,pending,74591.96,5,2024
135,244,29,2026-03-03 08:03:27,shipped,51372.47,3,2026
136,56,29,2025-05-02 08:21:17,cancelled,22232.82,5,2025
137,315,3,2024-06-20 19:24:05,cancelled,30232.87,6,2024
138,330,2,2024-04-24 00:59:16,pending,99858.82,4,2024
139,434,26,2024-04-24 17:17:17,delivered,68641.14,4,2024
140,252,46,2024-09-05 11:07:15,delivered,7441.72,9,2024
141,42,21,2026-04-08 11:04:02,cancelled,14918.55,4,2026
142,65,18,2024-06-27 08:20:10,cancelled,63344.36,6,2024
143,281,46,2025-10-20 01:14:05,shipped,38152.35,10,2025
144,306,34,2025-09-07 08:13:53,shipped,45426.17,9,2025
145,310,28,2025-07-24 06:33:43,pending,79330.3,7,2025
146,59,42,2026-03-08 23:55:10,cancelled,72111.91,3,2026
147,111,28,2024-11-25 11:45:44,delivered,88820.29,11,2024
148,212,22,2025-03-08 09:34:04,delivered,39933.15,3,2025
149,374,7,2025-10-09 18:27:56,shipped,42733.72,10,2025
150,341,17,2026-01-06 05:52:11,shipped,95363.89,1,2026
151,352,31,2025-12-25 11:03:37,pending,9213.36,12,2025
152,44,6,2025-12-10 04:14:08,delivered,9746.79,12,2025
153,379,24,2025-04-23 20:08:19,processing,55681.44,4,2025
154,301,36,2025-10-08 21:07:04,cancelled,33031.63,10,2025
155,63,27,2024-07-26 16:04:09,shipped,87373.38,7,2024
156,482,49,2024-09-26 05:43:41,delivered,86822.41,9,2024
157,370,4,2024-08-08 05:58:26,shipped,60080.97,8,2024
158,181,7,2025-08-29 01:50:19,cancelled,50790.51,8,2025
159,80,43,2024-11-15 13:29:32,delivered,22502.06,11,2024
160,56,23,2025-05-30 09:40:08,cancelled,36819.35,5,2025
161,391,18,2025-04-03 23:02:39,cancelled,22693.29,4,2025
162,220,36,2025-03-05 03:26:37,cancelled,61395.97,3,2025
163,330,36,2024-10-21 22:38:10,pending,60938.59,10,2024
164,337,45,2026-04-17 17:52:51,shipped,2992.42,4,2026
165,140,45,2024-09-01 16:27:03,shipped,92161.6,9,2024
166,180,1,2025-08-06 07:52:33,processing,86999.28,8,2025
167,290,43,2025-10-08 08:21:10,delivered,7051.58,10,2025
168,380,41,2024-05-18 07:55:59,pending,9266.59,5,2024
169,272,14,2025-07-26 05:56:17,delivered,42041.27,7,2025
170,175,11,2024-09-05 22:04:29,shipped,31232.57,9,2024
171,167,50,2025-10-28 04:10:36,cancelled,59662.75,10,2025
172,453,4,2025-05-12 09:12:14,processing,15825.25,5,2025
173,317,4,2025-08-07 12:03:30,pending,27283.07,8,2025
174,339,28,2024-06-26 11:27:25,delivered,60746.89,6,2024
175,213,18,2025-08-19 06:19:22,processing,75518.82,8,2025
176,59,23,2026-01-21 01:23:38,delivered,11177.89,1,2026
177,348,44,2025-12-17 23:01:41,cancelled,48714.61,12,2025
178,342,20,2024-12-09 01:23:37,pending,22129.79,12,2024
179,307,4,2025-01-14 07:05:00,pending,20521.87,1,2025
180,485,14,2025-03-10 09:21:27,processing,76439.67,3,2025
181,149,21,2024-04-22 15:48:53,pending,872.22,4,2024
182,383,28,2025-06-26 07:05:54,processing,13005.65,6,2025
183,273,46,2024-10-19 03:15:09,processing,50076.21,10,2024
184,427,43,2024-09-15 03:57:06,shipped,7300.34,9,2024
185,442,48,2024-07-19 09:07:39,pending,43678.34,7,2024
186,236,5,2025-06-04 22:14:56,shipped,57618.34,6,2025
187,294,26,2024-07-02 10:17:57,delivered,29022.57,7,2024
188,208,2,2025-08-12 20:08:44,shipped,17270.13,8,2025
189,486,40,2025-01-25 04:57:08,delivered,83219.39,1,2025
190,471,24,2026-02-18 05:05:44,pending,43727.51,2,2026
191,55,16,2025-12-01 07:04:54,delivered,58928.24,12,2025
192,269,6,2025-06-12 07:47:08,delivered,87065.39,6,2025
193,382,22,2025-05-18 07:52:06,processing,33373.56,5,2025
194,87,5,2024-10-06 10:13:35,cancelled,63359.14,10,2024
195,272,33,2025-04-14 16:14:11,processing,90601.68,4,2025
196,179,23,2025-12-08 10:38:20,processing,23703.26,12,2025
197,75,17,2025-08-18 16:45:46,processing,17432.55,8,2025
198,79,49,2025-09-13 05:22:19,pending,17796.9,9,2025
199,396,41,2024-09-27 18:03:01,delivered,46448.91,9,2024
200,289,49,2024-11-19 19:35:17,cancelled,44945.64,11,2024
201,474,37,2024-05-30 07:54:04,cancelled,32388.5,5,2024
202,498,41,2024-09-16 13:48:24,shipped,15180.64,9,2024
203,35,31,2024-07-15 15:06:50,delivered,63175.37,7,2024
204,408,18,2025-12-28 20:33:54,cancelled,5711.59,12,2025
205,260,5,2024-08-13 00:14:14,shipped,46228.07,8,2024
206,20,4,2025-10-03 08:29:32,shipped,83186.49,10,2025
207,40,42,2026-02-03 11:51:13,pending,61539.34,2,2026
208,260,25,2026-03-28 01:55:23,delivered,58074.91,3,2026
209,489,48,2025-04-22 14:19:09,pending,45028.4,4,2025
210,415,37,2025-05-10 12:58:18,processing,32220.52,5,2025
211,244,33,2024-09-03 01:32:14,processing,95776.46,9,2024
212,231,7,2024-08-21 04:45:27,shipped,98240.32,8,2024
213,44,33,2025-09-21 14:59:13,processing,4010.3,9,2025
214,363,29,2026-04-05 18:29:42,delivered,52454.45,4,2026
215,313,11,2024-05-22 14:21:22,shipped,37347.91,5,2024
216,145,25,2024-05-31 01:46:14,delivered,77469.03,5,2024
217,348,39,2025-09-01 23:42:01,pending,78943.77,9,2025
218,332,22,2025-01-26 23:40:26,pending,33036.11,1,2025
219,286,44,2024-11-26 12:36:39,delivered,28486.28,11,2024
220,371,43,2024-09-28 21:39:33,cancelled,87340.64,9,2024
221,171,6,2025-03-22 17:29:23,cancelled,66394.85,3,2025
222,470,23,2024-10-31 08:43:08,shipped,96772.88,10,2024
223,358,43,2025-01-03 18:19:35,delivered,12982.27,1,2025
224,363,6,2025-08-11 04:58:08,shipped,55936.31,8,2025
225,330,22,2026-01-04 11:46:31,processing,67044.63,1,2026
226,425,48,2026-03-11 10:54:33,cancelled,9435.95,3,2026
227,344,28,2025-11-29 04:22:23,cancelled,36246.63,11,2025
228,186,20,2025-04-06 01:54:25,processing,95121.81,4,2025
229,175,50,2024-05-22 18:07:10,delivered,19281.32,5,2024
230,71,10,2024-07-09 05:10:24,pending,29649.63,7,2024
231,404,7,2025-11-15 04:59:39,cancelled,77110.38,11,2025
232,428,48,2024-05-29 20:29:04,cancelled,3870.97,5,2024
233,173,50,2026-04-07 11:17:17,cancelled,13191.8,4,2026
234,193,10,2025-06-10 11:45:05,processing,18166.51,6,2025
235,355,50,2024-09-02 17:24:20,cancelled,80923.47,9,2024
236,85,47,2024-08-19 20:48:24,delivered,4464.87,8,2024
237,187,44,2025-12-20 05:15:20,processing,96961.9,12,2025
238,313,19,2024-05-11 16:26:17,delivered,23476.89,5,2024
239,123,20,2025-04-30 20:49:22,delivered,90407.04,4,2025
240,100,24,2025-05-24 01:07:26,cancelled,98445.54,5,2025
241,237,50,2024-07-18 06:13:59,shipped,77834.59,7,2024
242,258,34,2024-06-13 03:32:23,delivered,96630.19,6,2024
243,419,13,2026-03-15 08:06:29,cancelled,13926.01,3,2026
244,129,4,2024-10-18 20:55:47,delivered,87424.28,10,2024
245,284,7,2025-10-31 10:33:04,cancelled,85131.49,10,2025
246,146,6,2025-03-30 14:41:07,processing,27351.85,3,2025
247,464,33,2025-07-23 11:28:33,processing,83121.57,7,2025
248,47,15,2025-07-13 10:09:57,delivered,88474.51,7,2025
249,477,2,2024-12-28 07:11:14,delivered,5420.36,12,2024
250,258,24,2025-03-10 14:35:04,processing,38678.0,3,2025
251,42,24,2024-09-20 11:37:03,processing,2915.94,9,2024
252,477,7,2025-11-20 09:19:46,shipped,79158.93,11,2025
253,71,3,2025-09-26 20:04:08,shipped,91747.88,9,2025
254,242,45,2026-03-17 21:30:18,processing,75908.23,3,2026
255,241,29,2024-12-28 01:49:50,cancelled,624.59,12,2024
256,41,2,2024-10-14 19:18:45,shipped,21643.91,10,2024
257,77,36,2025-12-15 03:46:29,cancelled,52824.37,12,2025
258,57,50,2024-07-13 15:38:54,shipped,23840.26,7,2024
259,63,4,2024-12-28 10:10:06,processing,42040.57,12,2024
260,407,40,2024-10-13 00:47:18,delivered,6374.43,10,2024
261,429,32,2024-07-04 06:40:15,cancelled,53651.77,7,2024
262,324,33,2024-10-20 06:49:46,cancelled,24269.62,10,2024
263,74,19,2025-11-13 03:14:24,delivered,256.28,11,2025
264,181,16,2025-03-05 13:57:35,cancelled,41715.1,3,2025
265,341,43,2026-02-23 18:28:44,pending,52396.11,2,2026
266,185,5,2024-09-21 10:04:11,cancelled,54453.79,9,2024
267,403,33,2025-02-04 19:03:14,cancelled,2131.4,2,2025
268,448,31,2026-03-12 10:52:25,pending,63603.51,3,2026
269,192,17,2024-10-07 12:04:30,pending,35773.68,10,2024
270,35,23,2024-06-15 05:18:58,processing,73320.81,6,2024
271,322,7,2025-04-19 22:31:04,cancelled,73545.18,4,2025
272,171,9,2025-07-17 13:31:59,pending,35294.67,7,2025
273,174,42,2025-04-30 08:38:14,processing,83055.33,4,2025
274,351,30,2024-05-31 07:34:55,delivered,63210.41,5,2024
275,416,9,2026-03-11 18:32:17,pending,71632.9,3,2026
276,484,30,2025-03-23 15:44:12,pending,29414.91,3,2025
277,23,13,2024-08-09 16:31:27,pending,31628.02,8,2024
278,159,33,2024-10-04 00:14:01,delivered,98913.36,10,2024
279,279,31,2026-04-09 19:41:33,shipped,3758.42,4,2026
280,332,13,2025-08-05 11:17:16,shipped,35761.72,8,2025
281,400,4,2025-04-07 12:16:03,shipped,27394.34,4,2025
282,410,24,2024-09-04 09:54:58,delivered,88959.7,9,2024
283,381,29,2025-02-13 22:58:59,delivered,33969.76,2,2025
284,96,32,2025-02-03 04:53:22,delivered,36797.96,2,2025
285,409,34,2024-08-03 01:23:21,shipped,80134.69,8,2024
286,373,28,2025-04-09 15:31:07,pending,43117.65,4,2025
287,422,12,2025-10-30 05:03:47,cancelled,29447.27,10,2025
288,53,6,2024-09-16 21:55:59,shipped,66125.83,9,2024
289,157,29,2025-08-23 00:21:02,cancelled,71794.52,8,2025
290,86,45,2025-01-22 15:13:42,delivered,35219.54,1,2025
291,22,47,2024-11-14 14:05:36,shipped,61523.66,11,2024
292,223,18,2024-09-23 04:06:26,pending,7596.61,9,2024
293,327,26,2025-01-05 00:05:29,shipped,51357.29,1,2025
294,384,44,2024-07-26 22:01:20,processing,95283.66,7,2024
295,74,39,2024-05-14 00:54:34,delivered,3576.42,5,2024
296,35,16,2025-10-08 18:21:45,shipped,36278.84,10,2025
297,487,37,2025-07-04 19:19:21,pending,60548.97,7,2025
298,348,29,2024-06-04 10:36:42,shipped,37264.14,6,2024
299,391,5,2024-11-23 01:27:49,cancelled,13855.74,11,2024
300,188,26,2024-08-03 03:11:43,shipped,64991.12,8,2024
301,128,8,2024-07-14 09:50:59,pending,73593.92,7,2024
302,256,34,2026-02-09 14:33:18,delivered,91362.9,2,2026
303,61,17,2025-04-15 16:48:40,shipped,70433.38,4,2025
304,110,40,2025-04-10 07:09:13,shipped,69428.67,4,2025
305,252,13,2025-03-09 22:52:49,pending,13659.27,3,2025
306,38,29,2024-08-30 02:02:48,processing,89878.04,8,2024
307,228,6,2025-11-30 16:22:48,shipped,66817.2,11,2025
308,364,5,2025-01-10 23:20:38,cancelled,54262.92,1,2025
309,457,20,2024-10-06 20:59:25,processing,71209.73,10,2024
310,475,45,2026-03-08 14:29:02,processing,79390.27,3,2026
311,261,15,2024-12-04 08:49:56,pending,98514.74,12,2024
312,406,9,2025-07-31 23:12:48,processing,79058.27,7,2025
313,14,24,2024-08-18 21:21:55,cancelled,57270.51,8,2024
314,240,36,2025-12-23 08:50:42,processing,61233.64,12,2025
315,45,5,2025-12-27 06:23:44,shipped,39876.18,12,2025
316,368,47,2025-08-27 15:47:25,delivered,52617.0,8,2025
317,394,27,2025-08-07 02:19:58,cancelled,7467.7,8,2025
318,498,21,2026-03-23 11:49:20,pending,45052.45,3,2026
319,349,34,2024-08-29 02:27:00,shipped,12920.63,8,2024
320,425,50,2025-07-12 03:35:16,cancelled,64015.41,7,2025
321,94,50,2025-06-22 10:44:05,processing,43318.57,6,2025
322,467,4,2026-02-12 05:03:11,pending,51858.4,2,2026
323,156,11,2024-10-14 12:35:03,processing,32333.81,10,2024
324,364,15,2024-06-25 06:37:17,shipped,94753.57,6,2024
325,266,19,2025-03-04 21:11:43,pending,25135.47,3,2025
326,326,36,2026-02-13 17:46:18,shipped,12604.51,2,2026
327,156,40,2025-05-29 09:05:53,cancelled,9433.5,5,2025
328,329,11,2025-05-04 02:13:18,cancelled,94166.54,5,2025
329,79,11,2026-02-17 19:10:41,cancelled,72091.21,2,2026
330,310,22,2024-10-04 05:24:20,cancelled,4215.31,10,2024
331,443,2,2025-07-22 14:29:23,pending,4641.63,7,2025
332,329,50,2025-04-21 21:05:51,cancelled,26539.13,4,2025
333,108,50,2026-01-29 05:13:45,cancelled,41717.02,1,2026
334,328,2,2025-04-13 13:08:56,delivered,88910.79,4,2025
335,280,19,2024-11-21 22:44:43,shipped,48346.19,11,2024
336,413,44,2024-04-30 08:59:40,delivered,29813.64,4,2024
337,38,45,2025-11-07 03:08:25,pending,15892.24,11,2025
338,213,31,2025-03-17 15:10:43,delivered,20481.9,3,2025
339,311,10,2025-11-11 21:59:29,shipped,86162.36,11,2025
340,164,47,2026-02-25 21:02:15,shipped,97539.88,2,2026
341,67,49,2024-10-27 16:35:24,shipped,51546.52,10,2024
342,55,21,2024-10-28 14:32:09,processing,46700.61,10,2024
343,137,29,2024-12-29 07:51:42,processing,14173.68,12,2024
344,26,19,2025-03-22 09:36:21,delivered,86429.97,3,2025
345,215,16,2025-07-13 04:40:17,processing,81366.44,7,2025
346,479,37,2024-10-08 20:34:57,shipped,19064.43,10,2024
347,82,32,2026-03-12 19:24:06,cancelled,46734.83,3,2026
348,451,20,2026-04-09 12:05:50,delivered,2415.31,4,2026
349,484,26,2025-07-22 18:02:44,cancelled,45777.34,7,2025
350,124,14,2024-08-12 19:37:10,cancelled,35354.22,8,2024
351,26,19,2026-03-29 20:14:44,delivered,59792.13,3,2026
352,432,42,2025-07-08 17:10:50,delivered,28646.26,7,2025
353,5,7,2026-03-17 19:15:00,delivered,13480.1,3,2026
354,136,47,2024-04-23 01:16:33,shipped,76409.29,4,2024
355,188,3,2025-03-09 14:27:17,delivered,5210.65,3,2025
356,288,13,2024-05-23 11:01:18,shipped,55366.97,5,2024
357,38,25,2024-05-20 05:22:15,cancelled,45090.4,5,2024
358,282,18,2025-04-19 16:13:26,cancelled,68071.82,4,2025
359,61,9,2025-11-09 19:36:44,pending,39450.98,11,2025
360,407,22,2025-12-07 02:29:04,cancelled,93900.96,12,2025
361,387,10,2025-05-15 17:53:48,processing,60286.05,5,2025
362,206,33,2024-05-15 05:21:20,pending,4625.8,5,2024
363,71,46,2025-03-15 18:12:08,shipped,80416.19,3,2025
364,266,30,2025-06-05 15:26:58,processing,60665.43,6,2025
365,264,9,2025-02-19 09:17:00,shipped,93143.74,2,2025
366,164,11,2025-04-26 08:51:03,delivered,99062.51,4,2025
367,379,20,2026-01-08 00:49:58,cancelled,33703.71,1,2026
368,425,33,2025-12-29 22:44:51,cancelled,49035.68,12,2025
369,289,20,2025-10-12 05:11:08,delivered,81593.31,10,2025
370,189,22,2026-01-17 00:36:10,pending,97991.81,1,2026
371,299,20,2024-07-04 05:27:38,pending,59731.27,7,2024
372,136,42,2025-04-05 12:44:29,cancelled,57805.68,4,2025
373,370,4,2025-05-08 19:24:19,cancelled,48096.83,5,2025
374,269,41,2024-10-22 22:04:56,cancelled,77483.15,10,2024
375,195,10,2024-06-22 15:33:40,processing,3253.89,6,2024
376,486,45,2025-06-26 21:34:28,pending,19159.35,6,2025
377,226,21,2025-11-25 01:01:38,delivered,15227.98,11,2025
378,354,14,2024-04-28 18:12:15,delivered,50231.77,4,2024
379,314,31,2025-10-09 12:03:32,pending,70606.95,10,2025
380,266,14,2025-11-08 12:06:29,cancelled,32572.45,11,2025
381,340,31,2025-02-28 22:32:00,cancelled,37744.8,2,2025
382,490,12,2024-10-05 10:33:30,delivered,91221.2,10,2024
383,176,35,2024-07-31 04:33:14,shipped,67619.27,7,2024
384,445,47,2025-01-22 11:47:21,shipped,61046.65,1,2025
385,99,16,2024-12-04 20:33:22,shipped,55852.86,12,2024
386,116,20,2024-10-21 19:04:08,shipped,70519.6,10,2024
387,354,46,2025-09-04 03:30:40,delivered,31772.37,9,2025
388,179,36,2024-06-28 13:56:37,shipped,28850.16,6,2024
389,294,44,2024-05-01 11:34:58,cancelled,38031.45,5,2024
390,203,23,2025-04-26 18:25:31,processing,29116.22,4,2025
391,148,46,2025-09-20 18:21:02,pending,34701.72,9,2025
392,227,42,2024-12-11 21:11:21,shipped,74759.12,12,2024
393,110,13,2024-08-22 18:50:47,cancelled,27186.16,8,2024
394,288,45,2025-10-17 09:10:08,shipped,13813.57,10,2025
395,316,48,2025-04-10 20:16:32,cancelled,24004.28,4,2025
396,26,43,2026-02-14 11:27:01,cancelled,22644.6,2,2026
397,120,4,2025-07-06 03:17:30,pending,41388.81,7,2025
398,368,31,2025-11-20 13:03:24,pending,68151.08,11,2025
399,71,1,2025-07-16 10:50:10,cancelled,97793.28,7,2025
400,81,27,2024-05-08 01:43:23,delivered,47797.11,5,2024
401,103,49,2025-04-07 09:28:12,shipped,32184.65,4,2025
402,331,4,2025-04-14 07:44:52,pending,65264.64,4,2025
403,119,35,2025-12-09 14:40:13,pending,91331.65,12,2025
404,90,27,2024-08-04 18:45:36,processing,93398.87,8,2024
405,19,26,2026-02-27 02:52:27,delivered,18712.53,2,2026
406,384,19,2025-10-17 06:00:26,pending,1025.79,10,2025
407,291,39,2025-02-27 23:05:17,pending,92852.64,2,2025
408,172,19,2024-09-09 18:15:41,delivered,98911.04,9,2024
409,279,34,2025-12-23 14:39:23,delivered,88937.07,12,2025
410,69,33,2026-02-25 01:31:34,delivered,27356.42,2,2026
411,415,8,2025-01-31 19:45:39,shipped,16333.18,1,2025
412,235,42,2025-08-18 23:13:34,shipped,71887.96,8,2025
413,8,48,2025-04-14 17:43:25,shipped,79097.69,4,2025
414,291,44,2025-10-17 20:18:30,processing,17631.94,10,2025
415,439,41,2025-08-24 02:05:52,delivered,82716.28,8,2025
416,264,21,2024-04-20 04:02:35,pending,40143.24,4,2024
417,49,12,2026-02-16 09:19:05,processing,47797.66,2,2026
418,480,16,2025-08-19 08:26:10,pending,26152.45,8,2025
419,121,29,2024-06-13 00:32:25,shipped,95408.08,6,2024
420,155,38,2025-02-12 01:17:33,cancelled,1242.43,2,2025
421,335,24,2026-03-14 01:26:53,processing,6306.22,3,2026
422,61,30,2025-10-07 15:08:53,shipped,16055.71,10,2025
423,352,33,2025-01-02 16:26:35,shipped,69060.01,1,2025
424,328,19,2025-06-05 11:41:43,shipped,61501.08,6,2025
